Index: 37677 | Uncertainty: 0.8850
Index: 15260 | Uncertainty: 0.8850
Index: 2539 | Uncertainty: 0.8845
Index: 29364 | Uncertainty: 0.8844
Index: 29499 | Uncertainty: 0.8843
Index: 44629 | Uncertainty: 0.8839
Index: 39047 | Uncertainty: 0.8837
Index: 15647 | Uncertainty: 0.8836
Index: 24261 | Uncertainty: 0.8834
Index: 6836 | Uncertainty: 0.8834
Index: 2932 | Uncertainty: 0.8834
Index: 41976 | Uncertainty: 0.8832
Index: 16819 | Uncertainty: 0.8827
Index: 17420 | Uncertainty: 0.8827
Index: 22642 | Uncertainty: 0.8825
Index: 22589 | Uncertainty: 0.8823
Index: 41481 | Uncertainty: 0.8822
Index: 11453 | Uncertainty: 0.8820
Index: 49106 | Uncertainty: 0.8819
Index: 18743 | Uncertainty: 0.8819
Index: 26616 | Uncertainty: 0.8818
Index: 38057 | Uncertainty: 0.8818
Index: 32790 | Uncertainty: 0.8818
Index: 19345 | Uncertainty: 0.8817
Index: 21279 | Uncertainty: 0.8814
Index: 6460 | Uncertainty: 0.8813
Index: 26505 | Uncertainty: 0.8813
Index: 38103 | Uncertainty: 0.8812
Index: 3320 | Uncertainty: 0.8811
Index: 1180 | Uncertainty: 0.8811
Index: 15162 | Uncertainty: 0.8811
Index: 43210 | Uncertainty: 0.8810
Index: 35462 | Uncertainty: 0.8809
Index: 36544 | Uncertainty: 0.8808
Index: 24034 | Uncertainty: 0.8808
Index: 35959 | Uncertainty: 0.8808
Index: 20389 | Uncertainty: 0.8808
Index: 4238 | Uncertainty: 0.8808
Index: 11285 | Uncertainty: 0.8807
Index: 35275 | Uncertainty: 0.8807
Index: 17642 | Uncertainty: 0.8806
Index: 10077 | Uncertainty: 0.8806
Index: 5272 | Uncertainty: 0.8806
Index: 41839 | Uncertainty: 0.8806
Index: 14671 | Uncertainty: 0.8805
Index: 44279 | Uncertainty: 0.8805
Index: 46508 | Uncertainty: 0.8805
Index: 29980 | Uncertainty: 0.8804
Index: 27918 | Uncertainty: 0.8804
Index: 10879 | Uncertainty: 0.8804
Index: 37721 | Uncertainty: 0.8804
Index: 40705 | Uncertainty: 0.8803
Index: 22417 | Uncertainty: 0.8803
Index: 36393 | Uncertainty: 0.8802
Index: 49781 | Uncertainty: 0.8802
Index: 27629 | Uncertainty: 0.8802
Index: 15317 | Uncertainty: 0.8802
Index: 10994 | Uncertainty: 0.8802
Index: 13437 | Uncertainty: 0.8802
Index: 49976 | Uncertainty: 0.8801
Index: 12570 | Uncertainty: 0.8801
Index: 44428 | Uncertainty: 0.8800
Index: 13154 | Uncertainty: 0.8800
Index: 10305 | Uncertainty: 0.8800
Index: 17259 | Uncertainty: 0.8800
Index: 22328 | Uncertainty: 0.8800
Index: 8976 | Uncertainty: 0.8799
Index: 20411 | Uncertainty: 0.8799
Index: 3181 | Uncertainty: 0.8799
Index: 10489 | Uncertainty: 0.8799
Index: 23323 | Uncertainty: 0.8798
Index: 935 | Uncertainty: 0.8798
Index: 46085 | Uncertainty: 0.8797
Index: 49418 | Uncertainty: 0.8797
Index: 28143 | Uncertainty: 0.8797
Index: 42514 | Uncertainty: 0.8797
Index: 20794 | Uncertainty: 0.8796
Index: 24947 | Uncertainty: 0.8796
Index: 28945 | Uncertainty: 0.8796
Index: 19391 | Uncertainty: 0.8793
Index: 11992 | Uncertainty: 0.8793
Index: 3989 | Uncertainty: 0.8792
Index: 18096 | Uncertainty: 0.8792
Index: 43402 | Uncertainty: 0.8791
Index: 24271 | Uncertainty: 0.8791
Index: 27711 | Uncertainty: 0.8791
Index: 12 | Uncertainty: 0.8791
Index: 10653 | Uncertainty: 0.8790
Index: 34305 | Uncertainty: 0.8789
Index: 4888 | Uncertainty: 0.8789
Index: 16689 | Uncertainty: 0.8789
Index: 48522 | Uncertainty: 0.8788
Index: 20737 | Uncertainty: 0.8788
Index: 35233 | Uncertainty: 0.8788
Index: 16294 | Uncertainty: 0.8788
Index: 32408 | Uncertainty: 0.8787
Index: 26624 | Uncertainty: 0.8787
Index: 25546 | Uncertainty: 0.8787
Index: 10372 | Uncertainty: 0.8786
Index: 16784 | Uncertainty: 0.8786
