Index: 31139 | Uncertainty: 0.8745
Index: 5853 | Uncertainty: 0.8741
Index: 13179 | Uncertainty: 0.8736
Index: 18914 | Uncertainty: 0.8726
Index: 4498 | Uncertainty: 0.8724
Index: 18079 | Uncertainty: 0.8723
Index: 26402 | Uncertainty: 0.8722
Index: 2837 | Uncertainty: 0.8722
Index: 39736 | Uncertainty: 0.8719
Index: 10089 | Uncertainty: 0.8714
Index: 9806 | Uncertainty: 0.8709
Index: 24578 | Uncertainty: 0.8706
Index: 39261 | Uncertainty: 0.8702
Index: 16991 | Uncertainty: 0.8702
Index: 49814 | Uncertainty: 0.8702
Index: 28595 | Uncertainty: 0.8701
Index: 26154 | Uncertainty: 0.8700
Index: 15778 | Uncertainty: 0.8698
Index: 10697 | Uncertainty: 0.8695
Index: 46067 | Uncertainty: 0.8694
Index: 22381 | Uncertainty: 0.8693
Index: 29423 | Uncertainty: 0.8693
Index: 44944 | Uncertainty: 0.8690
Index: 8486 | Uncertainty: 0.8690
Index: 36855 | Uncertainty: 0.8690
Index: 4065 | Uncertainty: 0.8689
Index: 9651 | Uncertainty: 0.8688
Index: 24473 | Uncertainty: 0.8688
Index: 23400 | Uncertainty: 0.8686
Index: 49383 | Uncertainty: 0.8684
Index: 43365 | Uncertainty: 0.8684
Index: 43499 | Uncertainty: 0.8684
Index: 34602 | Uncertainty: 0.8682
Index: 29950 | Uncertainty: 0.8682
Index: 27740 | Uncertainty: 0.8681
Index: 30716 | Uncertainty: 0.8681
Index: 19064 | Uncertainty: 0.8680
Index: 16678 | Uncertainty: 0.8680
Index: 27553 | Uncertainty: 0.8680
Index: 43031 | Uncertainty: 0.8680
Index: 28892 | Uncertainty: 0.8678
Index: 35424 | Uncertainty: 0.8677
Index: 21502 | Uncertainty: 0.8677
Index: 26554 | Uncertainty: 0.8676
Index: 13433 | Uncertainty: 0.8676
Index: 4388 | Uncertainty: 0.8676
Index: 20107 | Uncertainty: 0.8674
Index: 19813 | Uncertainty: 0.8674
Index: 43554 | Uncertainty: 0.8674
Index: 4185 | Uncertainty: 0.8674
Index: 37889 | Uncertainty: 0.8673
Index: 23636 | Uncertainty: 0.8672
Index: 44493 | Uncertainty: 0.8672
Index: 28700 | Uncertainty: 0.8672
Index: 28540 | Uncertainty: 0.8670
Index: 22521 | Uncertainty: 0.8670
Index: 11268 | Uncertainty: 0.8670
Index: 4431 | Uncertainty: 0.8669
Index: 11923 | Uncertainty: 0.8669
Index: 33463 | Uncertainty: 0.8669
Index: 8669 | Uncertainty: 0.8669
Index: 21715 | Uncertainty: 0.8668
Index: 38653 | Uncertainty: 0.8668
Index: 22114 | Uncertainty: 0.8668
Index: 45991 | Uncertainty: 0.8667
Index: 26128 | Uncertainty: 0.8667
Index: 32883 | Uncertainty: 0.8667
Index: 7244 | Uncertainty: 0.8664
Index: 18137 | Uncertainty: 0.8664
Index: 38092 | Uncertainty: 0.8664
Index: 7776 | Uncertainty: 0.8663
Index: 48528 | Uncertainty: 0.8663
Index: 16208 | Uncertainty: 0.8662
Index: 7728 | Uncertainty: 0.8662
Index: 36749 | Uncertainty: 0.8659
Index: 38337 | Uncertainty: 0.8659
Index: 32165 | Uncertainty: 0.8659
Index: 1891 | Uncertainty: 0.8659
Index: 27327 | Uncertainty: 0.8658
Index: 9755 | Uncertainty: 0.8657
Index: 12377 | Uncertainty: 0.8655
Index: 44559 | Uncertainty: 0.8654
Index: 11384 | Uncertainty: 0.8654
Index: 24427 | Uncertainty: 0.8654
Index: 36951 | Uncertainty: 0.8653
Index: 5813 | Uncertainty: 0.8652
Index: 12517 | Uncertainty: 0.8651
Index: 34710 | Uncertainty: 0.8651
Index: 33301 | Uncertainty: 0.8651
Index: 2741 | Uncertainty: 0.8650
Index: 45849 | Uncertainty: 0.8649
Index: 45911 | Uncertainty: 0.8649
Index: 36009 | Uncertainty: 0.8649
Index: 39228 | Uncertainty: 0.8649
Index: 6305 | Uncertainty: 0.8649
Index: 2345 | Uncertainty: 0.8648
Index: 39087 | Uncertainty: 0.8648
Index: 47775 | Uncertainty: 0.8647
Index: 35674 | Uncertainty: 0.8645
Index: 21874 | Uncertainty: 0.8644
