Index: 42870 | Uncertainty: 0.8744
Index: 18699 | Uncertainty: 0.8704
Index: 2230 | Uncertainty: 0.8702
Index: 48814 | Uncertainty: 0.8698
Index: 41909 | Uncertainty: 0.8667
Index: 32744 | Uncertainty: 0.8666
Index: 24825 | Uncertainty: 0.8663
Index: 16982 | Uncertainty: 0.8628
Index: 42839 | Uncertainty: 0.8615
Index: 10353 | Uncertainty: 0.8609
Index: 47112 | Uncertainty: 0.8603
Index: 33334 | Uncertainty: 0.8600
Index: 32067 | Uncertainty: 0.8599
Index: 15146 | Uncertainty: 0.8598
Index: 5538 | Uncertainty: 0.8593
Index: 24901 | Uncertainty: 0.8591
Index: 30365 | Uncertainty: 0.8588
Index: 17395 | Uncertainty: 0.8586
Index: 36000 | Uncertainty: 0.8579
Index: 42345 | Uncertainty: 0.8577
Index: 37514 | Uncertainty: 0.8577
Index: 48900 | Uncertainty: 0.8575
Index: 12328 | Uncertainty: 0.8573
Index: 9461 | Uncertainty: 0.8571
Index: 18837 | Uncertainty: 0.8571
Index: 20227 | Uncertainty: 0.8569
Index: 37880 | Uncertainty: 0.8568
Index: 11915 | Uncertainty: 0.8563
Index: 41903 | Uncertainty: 0.8548
Index: 145 | Uncertainty: 0.8544
Index: 46971 | Uncertainty: 0.8540
Index: 17374 | Uncertainty: 0.8535
Index: 18074 | Uncertainty: 0.8535
Index: 24808 | Uncertainty: 0.8534
Index: 13714 | Uncertainty: 0.8533
Index: 31942 | Uncertainty: 0.8531
Index: 43804 | Uncertainty: 0.8529
Index: 34200 | Uncertainty: 0.8527
Index: 49619 | Uncertainty: 0.8527
Index: 42497 | Uncertainty: 0.8525
Index: 45306 | Uncertainty: 0.8522
Index: 25078 | Uncertainty: 0.8520
Index: 20482 | Uncertainty: 0.8517
Index: 15891 | Uncertainty: 0.8515
Index: 13082 | Uncertainty: 0.8514
Index: 11436 | Uncertainty: 0.8513
Index: 29468 | Uncertainty: 0.8510
Index: 43099 | Uncertainty: 0.8508
Index: 27338 | Uncertainty: 0.8504
Index: 23080 | Uncertainty: 0.8499
Index: 47573 | Uncertainty: 0.8498
Index: 35141 | Uncertainty: 0.8498
Index: 38299 | Uncertainty: 0.8498
Index: 43503 | Uncertainty: 0.8496
Index: 33162 | Uncertainty: 0.8492
Index: 32649 | Uncertainty: 0.8490
Index: 34222 | Uncertainty: 0.8488
Index: 31984 | Uncertainty: 0.8478
Index: 12488 | Uncertainty: 0.8473
Index: 38922 | Uncertainty: 0.8473
Index: 4117 | Uncertainty: 0.8470
Index: 7508 | Uncertainty: 0.8469
Index: 20551 | Uncertainty: 0.8468
Index: 34647 | Uncertainty: 0.8468
Index: 29872 | Uncertainty: 0.8467
Index: 40272 | Uncertainty: 0.8464
Index: 13283 | Uncertainty: 0.8463
Index: 25565 | Uncertainty: 0.8460
Index: 27816 | Uncertainty: 0.8459
Index: 25671 | Uncertainty: 0.8459
Index: 1381 | Uncertainty: 0.8458
Index: 26617 | Uncertainty: 0.8455
Index: 4370 | Uncertainty: 0.8454
Index: 20140 | Uncertainty: 0.8453
Index: 44358 | Uncertainty: 0.8453
Index: 18534 | Uncertainty: 0.8450
Index: 34942 | Uncertainty: 0.8449
Index: 1976 | Uncertainty: 0.8443
Index: 17078 | Uncertainty: 0.8443
Index: 20071 | Uncertainty: 0.8442
Index: 637 | Uncertainty: 0.8441
Index: 40216 | Uncertainty: 0.8441
Index: 43640 | Uncertainty: 0.8440
Index: 27029 | Uncertainty: 0.8440
Index: 32088 | Uncertainty: 0.8436
Index: 22825 | Uncertainty: 0.8432
Index: 11440 | Uncertainty: 0.8431
Index: 40488 | Uncertainty: 0.8429
Index: 11197 | Uncertainty: 0.8429
Index: 487 | Uncertainty: 0.8425
Index: 8609 | Uncertainty: 0.8424
Index: 30164 | Uncertainty: 0.8422
Index: 21303 | Uncertainty: 0.8421
Index: 17477 | Uncertainty: 0.8421
Index: 8986 | Uncertainty: 0.8421
Index: 4082 | Uncertainty: 0.8417
Index: 48076 | Uncertainty: 0.8416
Index: 34658 | Uncertainty: 0.8415
Index: 45506 | Uncertainty: 0.8413
Index: 4356 | Uncertainty: 0.8412
